valorPedido,dimAvaliacao_key,dimLocalizacao_key,dimTempo_key_data,dimPagamento_key,dimProduto_key
54.06,1,2,37126,36993,4166
128.19,1,2,37132,37204,6605
397.4,1,2,37143,37210,28255
21.29,1,2,37148,37213,30410
113.8,1,2,37154,36884,7607
50.83,1,2,37176,37227,7364
49.96,1,2,37178,37228,8707
30.38,1,2,37184,37232,26961
71.22,1,2,37187,37009,16523
1217.78,1,2,37189,37235,1511
55.09,1,2,37190,36892,11375
30.09,1,2,37191,37236,18317
65.54,1,2,37198,37240,368
65.54,1,2,37198,37240,13331
98.62,1,2,37205,36895,2849
45.13,1,2,37212,37014,23207
39.1,1,2,37218,37253,5869
65.09,1,2,37227,37019,23453
75.17,1,2,37230,37022,31931
52.68,1,2,37231,36897,17496
44.1,1,2,37246,36908,31108
85.14,1,2,37260,37259,4067
56.39,1,2,37281,37389,26840
180.85,1,2,37287,37266,20867
73.49,1,2,37292,37393,8813
226.25,1,2,37297,37395,16092
153.17,1,2,37301,37495,9240
57.77,1,2,37308,37498,1454
132.04,1,2,37315,37270,30220
77.68,1,2,37331,37508,26415
243.9,1,2,37333,37411,21115
40.95,1,2,37338,37413,18776
1462.65,1,2,37355,37519,6445
21.76,1,2,37362,37277,22015
111.89,1,2,37365,37523,25285
39,1,2,37366,37423,21997
33.1,1,2,37370,37280,5625
117.94,1,2,37373,37281,25285
74.51,1,2,37401,37433,1347
42.58,1,2,37417,37539,10706
122.57,1,2,37424,37441,28734
44.33,1,2,37428,37544,6278
215.15,1,2,37434,37296,11580
156,1,2,37439,37548,12997
115.45,1,2,37441,37549,19852
184.59,1,2,37447,37299,11913
40.59,1,2,37450,37553,96
55.61,1,2,37465,37456,30085
108.63,1,2,37469,37458,10080
138.64,1,2,37473,37611,19149
231.27,1,2,37474,37460,31069
117.94,1,2,37497,37466,5400
63,1,2,37504,37565,29696
79.24,1,2,37509,37621,21127
100.3,1,2,37510,37313,31854
90.88,1,2,37511,37622,22087
158.64,1,2,37513,37314,10383
109.5,1,2,37514,37623,27341
47.09,1,2,37517,37624,12893
56.78,1,2,37534,37476,26840
162.24,1,2,37537,37318,8711
162.24,1,2,37537,37318,21567
78.11,1,2,37540,37578,1575
436.68,1,2,37543,37628,30225
37.46,1,2,37544,37319,13919
98.11,1,2,37546,37629,1061
27.8,1,2,37552,37631,24811
62.29,1,2,37559,37633,26421
24.38,1,2,37568,37324,9493
41.26,1,2,37575,37484,9038
52.58,1,2,37585,37330,17564
33.51,1,2,37586,37639,19302
37.77,1,2,37595,37336,10165
74.48,1,2,37602,37340,26364
30.48,1,2,37606,37342,21804
86.03,1,2,37610,37648,25591
68.32,1,2,37618,37650,3096
87.23,1,2,37636,37352,25871
252.09,1,2,37643,37356,15092
33.22,1,2,37664,37665,6012
66.67,1,2,37665,37719,12046
85.14,1,2,37673,37725,21583
89.94,1,2,37675,37668,22347
214.04,1,2,37682,37670,20757
69.9,1,2,37683,37671,22087
42.48,1,2,37696,37733,11945
30.41,1,2,37698,37683,18968
197.14,1,2,37703,37738,18169
127.01,1,2,37708,37742,25866
124.35,1,2,37719,37750,8130
359.62,1,2,37730,37752,30214
153.36,1,2,37738,37701,30870
47.04,1,2,37740,37370,28226
215.83,1,2,37776,37844,11548
103.26,1,2,37778,37846,29319
26.78,1,2,37799,37761,14701
21.19,1,2,37812,37767,16122
33.72,1,2,37814,37768,22661
518.77,1,2,37816,37769,13516
478.25,1,2,37828,37774,31979
110.77,1,2,37828,93145,26474
348.46,1,2,37832,37775,18875
28.09,1,2,37855,37888,15031
48.79,1,2,37863,37954,22999
64.1,1,2,37891,37790,16257
38.78,1,2,37901,38068,15011
21.04,1,2,37904,38069,16127
200.13,1,2,37906,37971,2495
383.84,1,2,37910,38071,5508
42.96,1,2,37928,38076,9798
28.07,1,2,37938,37985,4818
43.88,1,2,37940,37987,20757
244.63,1,2,37943,37988,17726
390.96,1,2,37948,37991,10119
52.14,1,2,37949,37992,4204
218.27,1,2,37957,38083,9241
168.02,1,2,37962,37915,1600
35.39,1,2,37966,38001,24738
282.38,1,2,37971,38004,27053
91.94,1,2,37972,38086,31076
1277.37,1,2,37973,38005,18633
204.34,1,2,37975,38087,4236
37.38,1,2,37978,38009,8420
110.42,1,2,37981,38011,26474
167.14,1,2,37982,38089,21433
268.84,1,2,37983,38012,12172
112.94,1,2,37991,38018,11927
133.16,1,2,37992,38092,31283
322,1,2,37993,38019,9479
132.03,1,2,38007,37921,6114
297.76,1,2,38014,38098,13908
98.79,1,2,38035,38040,2849
43.09,1,2,38041,38043,12920
53.09,1,2,38045,38045,22430
477.2,1,2,38051,38049,19737
68.25,1,2,38067,47982,24725
508.32,1,2,38068,38111,23632
71.71,1,2,38075,37939,29624
68.75,1,2,38086,38122,21127
32.7,1,2,38089,38125,28676
138.72,1,2,38095,38131,4042
133.31,1,2,38105,38171,5420
206.53,1,2,38106,38141,24418
909.08,1,2,38110,38142,31069
87.87,1,2,38111,38175,1995
119.06,1,2,38113,38143,2849
123.97,1,2,38129,38187,11949
40.85,1,2,38133,38150,6026
17.68,1,2,38137,38192,15630
75.07,1,2,38138,38193,2660
936.72,1,2,38140,38194,19641
80.33,1,2,38143,38153,13236
118.66,1,2,38152,64281,31456
49.24,1,2,38157,38206,25484
20.03,1,2,38158,38207,21804
160.57,1,2,38160,38208,2642
47.77,1,2,38163,38159,21061
54.37,1,2,38166,38285,2388
179.8,1,2,38182,38288,18999
122.43,1,2,38185,38164,18847
463.76,1,2,38189,38226,26768
38.8,1,2,38197,38292,28464
162.25,1,2,38199,38293,30870
76.18,1,2,38211,38234,28372
57.6,1,2,38213,38298,18039
227.27,1,2,38226,38245,31069
136.04,1,2,38233,38303,19924
37.37,1,2,38235,38252,31897
28.2,1,2,38242,38257,19761
21.38,1,2,38247,38261,464
31.79,1,2,38254,38266,2978
116.99,1,2,38255,38267,32729
54,1,2,38258,38269,6816
41.09,1,2,38299,38335,15334
56.99,1,2,38307,38340,30085
33.1,1,2,38310,38342,8817
220.27,1,2,38317,38407,23815
215.07,1,2,38318,38345,1112
38.64,1,2,38320,38346,4537
63.1,1,2,38323,38515,26840
158.13,1,2,38324,38347,30795
252.35,1,2,38329,38410,31056
26.65,1,2,38334,38411,32554
84.81,1,2,38365,38423,15233
42.58,1,2,38394,38447,10706
59.39,1,2,38396,38367,21665
330.52,1,2,38399,38450,9804
792.72,1,2,38410,38455,22087
35.09,1,2,38413,38376,4369
44.13,1,2,38444,38472,17736
60.85,1,2,38452,38476,15717
155.63,1,2,38461,38482,28737
26.29,1,2,38474,37794,1944
186.04,1,2,38477,37796,3912
215.82,1,2,38480,38495,16524
45.13,1,2,38482,37800,24073
203.91,1,2,38491,37807,16524
614.4,1,2,38499,37814,12310
201.82,1,2,38518,37828,2642
51.71,1,2,38554,38653,17496
59.27,1,2,38563,83392,23215
58.62,1,2,38570,38750,17406
20.29,1,2,38576,38855,13394
33.22,1,2,38585,38758,6012
124.34,1,2,38589,38857,1259
124.34,1,2,38589,38857,13963
96.98,1,2,38590,38761,23164
30.78,1,2,38597,38765,10566
127.53,1,2,38609,38861,9156
116.62,1,2,38611,38774,23564
237.54,1,2,38613,38775,28542
69.63,1,2,38615,38862,30448
76.66,1,2,38619,38779,27875
300.74,1,2,38620,38863,18510
229.98,1,2,38642,38792,26829
25.78,1,2,38645,38794,29631
60.85,1,2,38647,38795,16257
63.65,1,2,38653,38800,29786
54.22,1,2,38656,38802,31725
218.64,1,2,38670,38812,28300
100.48,1,2,38675,38816,21531
176.69,1,2,38706,38695,11729
45.09,1,2,38725,38848,8610
38.01,1,2,38730,38851,24474
30.69,1,2,38737,38708,9844
40.78,1,2,38738,38709,368
139,1,2,38744,38715,3048
61.01,1,2,38757,38723,10952
46.9,1,2,38770,38880,21270
240.31,1,2,38778,38734,11287
46.29,1,2,38786,38529,17051
34.51,1,2,38791,38532,1162
46.04,1,2,38799,38969,16460
32.07,1,2,38807,38897,762
41.88,1,2,38814,38540,3861
104.99,1,2,38825,38546,16432
61.01,1,2,38836,38982,30085
21.43,1,2,38837,38551,16127
23.19,1,2,38839,38552,21104
32.33,1,2,38848,38989,12997
168.63,1,2,38854,38992,30515
80.1,1,2,38862,39000,21387
96.53,1,2,38917,38924,977
155.26,1,2,38925,38932,4330
84.23,1,2,38930,38937,25837
140.22,1,2,38936,38943,12433
195.91,1,2,38937,38944,10137
66.78,1,2,38938,38945,23453
56.99,1,2,38942,38949,10952
57.68,1,2,38955,38955,8650
64,1,2,38958,38567,6816
123.09,1,2,38968,38572,29316
66.6,1,2,38974,38966,8790
89.45,1,2,38977,38574,18468
284.2,1,2,38978,38575,28361
43.41,1,2,38984,38581,4803
60.72,1,2,38986,39031,7867
37.84,1,2,39008,38595,25625
32.42,1,2,39027,38604,28464
106.49,1,2,39028,39050,2473
224.48,1,2,39039,38610,26829
88.08,1,2,39045,39059,22087
127.92,1,2,39065,38625,28673
35,1,2,39067,38626,24745
514.6,1,2,39080,39080,16372
198.64,1,2,39129,39124,19101
54,1,2,39136,39130,6816
55.86,1,2,39154,39208,31074
84.14,1,2,39165,39148,18168
182.52,1,2,39175,39219,2019
54.88,1,2,39179,39221,26317
56.66,1,2,39193,39230,25873
64.65,1,2,39198,39233,12702
119.93,1,2,39204,39164,5400
64.75,1,2,39230,39250,7843
64.75,1,2,39230,39250,19280
62.14,1,2,39249,39185,13927
43.1,1,2,39257,39312,6026
616.86,1,2,39263,39431,31937
76.85,1,2,39280,39440,2883
49.14,1,2,39281,39317,20006
55.24,1,2,39282,39195,30085
82.33,1,2,39283,39318,22087
52.13,1,2,39286,39319,19416
32.59,1,2,39293,39444,27390
1432.25,1,2,39302,39447,3301
154.17,1,2,39330,39457,24483
413.48,1,2,39336,39459,28295
66.78,1,2,39345,39357,26871
109.41,1,2,39346,39358,20037
50.1,1,2,39351,39361,6278
63.65,1,2,39352,39465,19116
42.09,1,2,39357,39364,19416
37.75,1,2,39367,39370,28570
65.09,1,2,39377,39377,549
82.36,1,2,39379,39379,14340
133.33,1,2,39381,39380,6138
133.33,1,2,39381,39380,25361
22.68,1,2,39383,39476,28345
48.3,1,2,39387,39478,8420
100.86,1,2,39391,39480,24803
83.16,1,2,39394,39387,20922
119.08,1,2,39397,39483,7997
69.84,1,2,39399,39484,13041
47.54,1,2,39402,39391,20906
68.04,1,2,39404,39392,26840
32.38,1,2,39406,39393,17189
228.33,1,2,39420,39400,25326
329.32,1,2,39421,39401,22087
238.44,1,2,39424,39496,8294
171.64,1,2,39436,39540,11830
21.77,1,2,39437,39407,17528
32.69,1,2,39443,39409,7138
29.38,1,2,39454,39511,31143
190.94,1,2,39463,39516,16524
267.05,1,2,39467,39518,27084
35.36,1,2,39475,39522,1545
61.24,1,2,39501,39560,2909
312.49,1,2,39511,39423,20518
62.8,1,2,39521,39571,8172
62.8,1,2,39521,39571,25865
49.09,1,2,39528,39578,9450
208.03,1,2,39542,39592,18633
93.12,1,2,39545,39595,100
132.08,1,2,39546,39596,10025
38.74,1,2,39569,39619,27380
511.68,1,2,39574,39624,24951
156.51,1,2,39578,39653,8601
32.16,1,2,39582,39655,15317
28.88,1,2,39586,39629,31535
64.79,1,2,39591,39661,30085
76.5,1,2,39596,39634,20044
470.02,1,2,39597,39664,2740
65.13,1,2,39616,39673,4115
139.89,1,2,39617,39769,14106
85.24,1,2,39621,39643,29981
59.19,1,2,39630,39646,3068
59.19,1,2,39630,39646,16241
35,1,2,39632,39647,7410
75.37,1,2,39638,39649,24508
34.09,1,2,39640,39775,8623
36.78,1,2,39643,39776,5753
49.39,1,2,39665,39698,12770
47.59,1,2,39678,39709,10336
29.63,1,2,39690,39717,7291
94.61,1,2,39692,39719,22087
128,1,2,39699,39724,1277
128,1,2,39699,39724,9346
156.15,1,2,39700,39725,12037
90.19,1,2,39708,39731,29786
126.26,1,2,39711,39794,18457
164.71,1,2,39733,39749,22800
394.38,1,2,39736,39751,1933
394.38,1,2,39736,39751,13456
201.53,1,2,39738,39753,2264
135.6,1,2,39752,39805,32818
27.07,1,2,39756,39806,4818
143.21,1,2,39759,39880,15775
77.6,1,2,39762,39882,18745
142.1,1,2,39767,39886,12433
179.45,1,2,39784,39899,7813
31.29,1,2,39785,39815,27297
59.79,1,2,39788,39902,2909
424.03,1,2,39794,39907,22432
32.77,1,2,39800,39911,5737
37.71,1,2,39804,39914,14885
82.27,1,2,39806,39916,2826
41.09,1,2,39815,39923,9204
122.23,1,2,39819,39926,10706
108.88,1,2,39840,39997,773
168.61,1,2,39843,39999,16661
100.9,1,2,39844,40000,3508
62.62,1,2,39858,39833,22196
34,1,2,39867,40017,32837
108.95,1,2,39874,39837,24605
1356.84,1,2,39888,40032,26161
329.32,1,2,39901,40041,22087
1629.92,1,2,39903,40043,18515
207.71,1,2,39909,39847,2264
42.010000000000005,1,2,39921,39850,4537
43.68,1,2,39925,39851,32942
152.47,1,2,39928,40062,13602
40.09,1,2,39930,39852,29425
28.77,1,2,39931,40064,20471
105.63,1,2,39934,39853,16513
31.42,1,2,39938,39854,8173
68.48,1,2,39967,39866,15524
28.2,1,2,39979,40093,11941
30,1,2,39984,39874,7773
296.36,1,2,39990,40099,30497
259.08,1,2,39997,40103,23492
4175.26,1,2,40000,40106,13790
36.84,1,2,40001,40107,26599
33,1,2,40008,39267,32525
143.9,1,2,40014,39273,31402
49.02,1,2,40022,39281,28226
79.5,1,2,40028,39287,13736
29.33,1,2,40032,39291,28251
164.84,1,2,40034,39293,4330
87.73,1,2,40039,39298,31272
255.91,1,2,40050,39309,8049
52.1,1,2,40061,40117,9974
310.37,1,2,40069,40125,24670
176.65,1,2,40080,40136,2103
60.85,1,2,40098,40154,3032
100.76,1,2,40099,40155,16122
35,1,2,40100,40156,9538
62.21,1,2,40109,90783,11671
38.58,1,2,40110,40163,17839
25.99,1,2,40115,39938,5296
64.98,1,2,40120,39940,12595
75.08,1,2,40128,40341,7136
30.38,1,2,40132,40166,9786
62.37,1,2,40133,39944,16415
129.82,1,2,40138,39946,24239
80.33,1,2,40148,40348,10930
102.93,1,2,40159,40352,26474
41.83,1,2,40161,40234,7541
143.81,1,2,40162,40353,30870
53.48,1,2,40164,40235,24576
93.26,1,2,40172,39955,6026
93.26,1,2,40172,39955,30389
31.59,1,2,40189,40174,31897
136.59,1,2,40193,40245,13105
277.2,1,2,40202,40247,7768
74.16,1,2,40208,40248,28829
24.38,1,2,40214,40177,762
36.78,1,2,40234,40180,4648
66.94,1,2,40255,40386,2709
29.31,1,2,40264,40261,10644
86.08,1,2,40267,40390,22087
61.19,1,2,40276,40264,10080
50.45,1,2,40283,40399,21180
37.76,1,2,40284,40400,28226
89.27,1,2,40285,39981,9968
31.03,1,2,40295,39986,28892
21.04,1,2,40309,40405,32557
38.29,1,2,40319,40194,26400
75.08,1,2,40336,40201,25646
253.87,1,2,40337,40282,19000
169.76,1,2,40341,40284,16524
22.19,1,2,40348,40411,30410
354.75,1,2,40352,40413,13049
179.34,1,2,40356,40415,19382
90.88,1,2,40364,40419,22087
331.92,1,2,40367,40298,22087
52.78,1,2,40379,40426,17564
40.09,1,2,40381,40304,19995
88.59,1,2,40383,40305,29005
86.02,1,2,40400,40311,22087
79.07,1,2,40413,40316,9694
148.15,1,2,40416,40318,10594
97.48,1,2,40425,40323,371
27.68,1,2,40426,40437,2107
514.59,1,2,40434,40328,628
514.59,1,2,40434,40328,30162
32.68,1,2,40444,40333,2241
50.62,1,2,40455,40455,10080
43.41,1,2,40464,40464,16508
83.41,1,2,40467,40467,2931
66.69,1,2,40469,40469,17406
52.78,1,2,40479,40562,31314
146.17,1,2,40480,40479,4645
67.28999999999999,1,2,40488,40566,8711
60,1,2,40493,40568,25549
64.68,1,2,40498,40489,17406
34.22,1,2,40508,40575,2450
326.92,1,2,40539,40686,6945
20.95,1,2,40549,40504,19977
62.2,1,2,40563,40508,6903
19.89,1,2,40611,40808,26567
1270.7,1,2,40616,40523,15831
75.08,1,2,40624,40709,32931
36.61,1,2,40641,40715,8748
110.02,1,2,40674,40826,24708
93.6,1,2,40684,40728,19744
55.75,1,2,40719,40631,17278
34.09,1,2,40731,40740,30599
108.37,1,2,40739,40846,977
264.54,1,2,40749,40546,26339
84.43,1,2,40762,40856,1639
161.33,1,2,40787,40867,1515
189.57,1,2,40795,40557,10952
189.57,1,2,40795,40557,17639
148.15,1,2,40804,40647,6051
175.21,1,2,40814,40876,28512
42.68,1,2,40827,40657,27210
121.4,1,2,40831,40659,7521
74.21,1,2,40832,40885,3049
189.19,1,2,40839,40663,28067
113.71,1,2,40841,40753,25285
31.13,1,2,40856,40894,17277
117.17,1,2,40857,40669,9554
73.48,1,2,40863,40672,28491
167.53,1,2,40873,40901,18732
147.15,1,2,40879,40765,12433
27.79,1,2,40885,40771,15068
215.69,1,2,40890,40904,30792
42.51,1,2,40891,40776,17568
118.25,1,2,40899,40908,7001
44.96,1,2,40915,40916,2909
144.21,1,2,40916,40789,1855
144.21,1,2,40916,40789,29259
27.38,1,2,40934,40929,26097
62.65,1,2,40944,41028,21556
1891.07,1,2,40945,40934,22734
137.08,1,2,40953,40938,12433
60.24,1,2,40957,40940,11342
40.85,1,2,40975,41043,21639
50.56,1,2,40983,41047,3628
37.79,1,2,40987,41049,14609
142.1,1,2,40992,40958,4329
86.02,1,2,41014,41060,26071
1498.46,1,2,41022,40970,25261
60.86,1,2,41031,41141,20412
203.54,1,2,41048,41147,1528
29.1,1,2,41053,41072,17592
53.72,1,2,41060,50051,5952
27.75,1,2,41061,41074,26069
87.16,1,2,41067,41249,14432
50.34,1,2,41078,40987,22276
62.01,1,2,41092,41255,30085
49.09,1,2,41100,41161,17437
465.4,1,2,41103,41258,12951
68.32,1,2,41104,40993,3096
112.61,1,2,41113,40996,422
39.96,1,2,41115,41262,21562
67.24,1,2,41117,40997,2660
84.14,1,2,41119,41263,10613
46.51,1,2,41123,41169,13335
57,1,2,41129,41265,10080
285.02,1,2,41130,41087,15388
59.09,1,2,41131,41171,24694
63.28,1,2,41137,41267,13211
62.84,1,2,41138,41173,21061
160.57,1,2,41147,41091,2642
87.02,1,2,41148,41176,13623
136.5,1,2,41158,41179,9627
94.5,1,2,41163,41276,11268
200,1,2,41164,41181,28570
117.57,1,2,41168,41004,16817
49.1,1,2,41171,41005,29173
34.84,1,2,41173,41098,1898
67.44,1,2,41177,41099,26840
404.17,1,2,41183,41008,2150
39.53,1,2,41184,41282,21686
72.38,1,2,41187,41009,26156
53.71,1,2,41193,41011,28487
96.02,1,2,41195,41104,22087
33.09,1,2,41216,41292,26343
518.38,1,2,41217,41112,15933
37.75,1,2,41224,41115,15954
124.88,1,2,41226,41116,24737
231.27,1,2,41236,41119,25312
113.03,1,2,41239,41120,25285
38.85,1,2,41254,41125,23659
64.1,1,2,41268,41205,26840
343.87,1,2,41271,41311,2127
64.09,1,2,41272,41206,22955
251.08,1,2,41276,41313,27513
1034.34,1,2,41288,41213,26268
67.78,1,2,41290,41214,32468
51.75,1,2,41318,41227,5256
95.02,1,2,41320,41228,22087
218.72,1,2,41328,41342,16804
28.72,1,2,41329,41343,6755
180.85,1,2,41336,41231,11913
143.44,1,2,41340,41233,23659
97.31,1,2,41351,41366,15908
28.76,1,2,41362,41354,4818
344.56,1,2,41366,41370,27407
56.34,1,2,41373,41478,9391
491.37,1,2,41381,41480,15141
206.63,1,2,41384,41375,13571
129.16,1,2,41391,41485,12997
190.7,1,2,41393,41486,8724
50.94,1,2,41405,41385,14769
57.51,1,2,41410,41495,20412
229.13,1,2,41413,41389,2639
54,1,2,41431,41398,27208
37.6,1,2,41434,41400,10541
116.45,1,2,41436,41401,25285
515.94,1,2,41439,41403,15933
54,1,2,41454,41515,12245
574.36,1,2,41456,41410,25688
30.95,1,2,41471,41521,23659
74.16,1,2,41475,41522,25744
85.14,1,2,41477,41701,15312
51.9,1,2,41479,41595,22196
65.13,1,2,41484,41597,30314
133.35,1,2,41486,41704,30757
151.14,1,2,41489,41705,7349
29.29,1,2,41500,41708,5708
228.58,1,2,41511,41532,8049
26.84,1,2,41519,41713,4502
476.99,1,2,41522,41714,5904
476.99,1,2,41522,41714,16761
67.53,1,2,41532,41717,17406
42.58,1,2,41541,41541,23659
317.35,1,2,41551,41543,13384
163.22,1,2,41557,41724,6390
252.97,1,2,41560,41437,2806
42.09,1,2,41565,41726,13927
148.15,1,2,41570,41548,4514
92.3,1,2,41572,41440,21531
59.18,1,2,41579,41615,1738
162.41,1,2,41593,41619,7349
198.62,1,2,41605,41448,25841
39.79,1,2,41614,41561,22350
38.42,1,2,41615,41451,21391
47.74,1,2,41619,41627,30225
167.86,1,2,41627,41629,20867
62.01,1,2,41628,41565,30085
82.69,1,2,41633,41566,2931
48.78,1,2,41639,41632,19692
33.51,1,2,41640,41568,8767
63.1,1,2,41664,41465,26840
44.1,1,2,41668,41747,5609
50.45,1,2,41677,41640,18960
39.61,1,2,41681,41751,4368
63.6,1,2,41682,41469,19739
192.47,1,2,41696,41756,11809
132.59,1,2,41710,41650,5181
49.95,1,2,41714,41472,22040
73.16,1,2,41728,41769,22443
66.78,1,2,41746,41667,6182
114.53,1,2,41747,41779,29796
99.35,1,2,41761,41786,28255
138.06,1,2,41768,41790,5576
36.77,1,2,41788,41685,27268
42.09,1,2,41790,41818,12920
148,1,2,41795,41799,7275
746.82,1,2,41796,41687,22087
716.33,1,2,41800,41688,5034
46.92,1,2,41814,41804,16552
202.71,1,2,41826,41807,25355
101.19,1,2,41838,41830,2849
484.65,1,2,41840,41698,13250
484.65,1,2,41840,41698,28542
31.4,1,2,41849,41943,15317
48.88,1,2,41852,41834,25646
59.78,1,2,41853,41945,19381
38.41,1,2,41874,41955,12512
75.17,1,2,41875,41956,31931
117.45,1,2,41879,41958,26962
196.5,1,2,41886,41851,1924
52.85,1,2,41894,41855,22196
162.25,1,2,41896,41856,30870
50,1,2,41911,41974,27210
22.72,1,2,41912,41864,15228
56.39,1,2,41932,42155,18592
340.02,1,2,41940,42047,3204
38.93,1,2,41956,42051,1417
525.79,1,2,41957,42161,810
525.79,1,2,41957,42161,14693
525.79,1,2,41957,42161,31271
139.93,1,2,41963,41879,20018
98.1,1,2,41967,41880,533
98.1,1,2,41967,41880,18244
23.77,1,2,41987,41885,27789
28.09,1,2,41991,41886,18693
2031.09,1,2,41995,41887,9468
527.77,1,2,41996,41999,18966
151.69,1,2,41997,42061,8724
84.66,1,2,41999,41888,26951
108.01,1,2,42006,42063,25285
216.15,1,2,42023,41894,11580
40.24,1,2,42036,42009,24052
37.24,1,2,42038,42071,11286
55.6,1,2,42039,41898,10926
50.34,1,2,42044,42011,10706
110.55,1,2,42065,42020,14363
56.6,1,2,42077,42084,26840
1106.52,1,2,42081,42085,9859
331.92,1,2,42083,42025,22087
230.72,1,2,42084,42086,28361
38.86,1,2,42088,42190,24565
122.84,1,2,42089,41906,20386
170.55,1,2,42092,42191,30870
87.58,1,2,42095,42089,13905
48.22,1,2,42102,42091,19416
42.78,1,2,42104,42092,26988
76.09,1,2,42109,42030,18942
28.09,1,2,42111,42095,298
57.68,1,2,42112,41909,17406
121.09,1,2,42119,42033,5400
139.17,1,2,42121,41911,27118
73.43,1,2,42130,41913,27875
184.52,1,2,42158,42211,2642
62.650000000000006,1,2,42169,42108,14137
431.84,1,2,42170,42216,30530
126.86,1,2,42171,42109,12293
32.43,1,2,42175,42111,16301
82.33,1,2,42184,42116,22087
269.15,1,2,42198,42229,26339
72.27,1,2,42206,42233,5693
60.1,1,2,42236,42245,15021
17.77,1,2,42245,42386,2631
38.71,1,2,42248,42142,20510
221.79,1,2,42251,42249,14210
101.73,1,2,42255,42250,12964
35.86,1,2,42264,42146,394
106.29,1,2,42267,42253,15218
42.79,1,2,42274,42393,4240
82.98,1,2,42283,42395,22087
157.21,1,2,42291,42397,30870
19.39,1,2,42292,42286,9132
51.14,1,2,42300,42288,23782
661.26,1,2,42304,65055,17693
126.43,1,2,42309,42291,4203
126.43,1,2,42309,42291,9234
89.17,1,2,42311,42265,16432
47.44,1,2,42315,42405,7441
85.8,1,2,42317,42406,21531
41.86,1,2,42326,42297,15460
32.77,1,2,42341,42305,19803
811.29,1,2,42350,42309,12436
27.77,1,2,42358,42426,15826
48.21,1,2,42359,42427,28226
248.85,1,2,42362,42429,26339
66.50999999999999,1,2,42367,42317,18314
51.57,1,2,42380,42498,604
40.97,1,2,42398,42613,21056
173.86,1,2,42404,42331,29149
234.88,1,2,42408,42332,22890
44.99,1,2,42414,42507,21270
58.37,1,2,42415,42442,3227
50.09,1,2,42416,42334,32840
50.1,1,2,42417,42618,26988
126.65,1,2,42423,42336,3919
108.2,1,2,42424,42444,6668
123.59,1,2,42453,42517,8507
123.59,1,2,42453,42517,30157
40.79,1,2,42454,42452,1162
21.04,1,2,42466,42631,16127
813.87,1,2,42472,42634,21453
85.24,1,2,42479,42636,29981
132.34,1,2,42482,42455,17446
150.6,1,2,42485,42526,11935
148,1,2,42494,42458,16739
514.7,1,2,42501,42530,20084
47.23,1,2,42512,42358,5753
184.27,1,2,42517,42534,14380
144.96,1,2,42523,42465,24499
307.89,1,2,42524,42361,17872
307.89,1,2,42524,42361,26883
45.79,1,2,42536,42364,6026
175.12,1,2,42563,42475,1441
185.85,1,2,42564,42371,30205
109.68,1,2,42567,42476,25285
36.32,1,2,42574,42660,8522
150.72,1,2,42575,42478,30056
44.09,1,2,42596,42377,14751
27.09,1,2,42602,42379,6882
69.9,1,2,42621,42494,22087
206.53,1,2,42646,42690,25355
38.13,1,2,42660,42571,21667
77.01,1,2,42674,42704,25944
50.09,1,2,42677,42580,17437
112.99,1,2,42681,42582,29777
34.64,1,2,42682,42708,18984
21.85,1,2,42690,42712,10351
42.58,1,2,42691,42587,10706
244.15,1,2,42699,42591,23130
32.68,1,2,42717,42603,11152
107.57,1,2,42740,42844,26785
55.56,1,2,42745,42849,17496
29.86,1,2,42753,42733,27659
183.47,1,2,42755,42734,29110
20.23,1,2,42765,42741,16345
24.38,1,2,42770,42745,22374
42.04,1,2,42771,42862,31970
41.1,1,2,42775,42748,6661
106.05,1,2,42781,42865,22272
27,1,2,42796,42763,17277
73.19,1,2,42805,42770,9803
54.22,1,2,42809,42773,5159
103.79,1,2,42815,42875,19843
79.2,1,2,42835,42885,17611
39.42,1,2,42872,42811,21149
28.7,1,2,42891,43072,8522
30.09,1,2,42894,43073,1697
777.87,1,2,42896,42897,13289
86.75,1,2,42905,42829,10652
233.42,1,2,42913,42834,28542
178.03,1,2,42921,42901,20867
62.01,1,2,42928,42959,30085
150.17,1,2,42936,42907,1969
580.76,1,2,42937,42964,11323
95.22,1,2,42948,42913,24636
147.64,1,2,42952,42915,12433
260.36,1,2,42963,42920,12542
114.46,1,2,42984,43187,18860
50.63,1,2,42987,42984,28165
135.01,1,2,42988,43189,8918
69.9,1,2,42993,42985,22087
52.75,1,2,42997,43196,3571
115.36,1,2,42998,43197,1182
69.9,1,2,43004,43201,22087
218.55,1,2,43006,43202,16524
34.92,1,2,43025,43215,30956
53.1,1,2,43026,43216,5944
99.38,1,2,43032,43220,9005
111.8,1,2,43041,42934,16934
52.27,1,2,43050,43232,19467
47.88,1,2,43051,43233,22657
127.6,1,2,43058,43238,29780
173.68,1,2,43063,43242,6424
57.68,1,2,43068,42937,28350
37,1,2,43077,43252,24891
118.32,1,2,43079,43253,18847
27.4,1,2,43084,43000,20542
36.1,1,2,43093,43263,13324
26.83,1,2,43094,42941,6056
35.38,1,2,43102,43269,11870
93.5,1,2,43104,43003,5182
33.23,1,2,43107,43272,9238
143.41,1,2,43109,43274,28805
148.33,1,2,43116,43279,7461
157.21,1,2,43126,43285,30870
42.77,1,2,43129,43007,17437
119.28,1,2,43132,42947,5400
