valorPedido,dimAvaliacao_key,dimLocalizacao_key,dimTempo_key_data,dimPagamento_key,dimProduto_key
72.19,1,1,56,1,8826
65.84,1,1,517,577,8651
153.07,1,1,527,585,30431
74.06,1,1,1143,1143,8104
66.82,1,1,6943,7046,24439
73.86,1,1,7212,7353,8826
117.85,1,1,7833,7650,26073
130.01,1,1,10111,10131,24439
130.01,1,1,10111,10131,24929
81.57,1,1,10153,10203,24929
64.17,1,1,14938,14823,8104
62.01,1,1,15208,15168,10763
84.57,1,1,21838,21707,24929
158.13,1,1,22084,21860,4669
351.28,1,1,23369,23006,3916
61.46,1,1,23399,23036,24929
156.61,1,1,24942,25021,11158
112.33,1,1,28577,28688,26073
111.93,1,1,29246,29423,26073
160.12,1,1,31531,31528,4669
61.01,1,1,34049,34140,27440
152.83,1,1,40126,40227,4669
156.09,1,1,40282,40398,6928
75.07,1,1,43017,42989,8826
61.46,1,1,43720,43889,24929
65.17,1,1,46008,45936,8104
149.65,1,1,47486,47419,18624
142.57,1,1,47891,47836,16267
142.57,1,1,47891,47836,28965
72.19,1,1,48109,48149,8826
260.56,1,1,48336,48325,24929
65.01,1,1,51696,51637,10763
138.74,1,1,53093,53108,30431
56.01,1,1,54273,54334,10763
143.93,1,1,54678,54692,10370
61.01,1,1,55286,55391,24439
68.02,1,1,58511,58480,24929
154.32,1,1,59538,59676,30431
82.83,1,1,61704,61705,8826
68.02,1,1,62642,62507,24929
63.82,1,1,62648,62754,24929
78.55,1,1,62831,62831,16267
166.71,1,1,62945,63018,7392
139.36,1,1,63586,63756,18786
123.02,1,1,63680,63774,24439
123.02,1,1,63680,63774,24929
93.11,1,1,64087,64162,8104
136.98,1,1,64862,64876,10370
81.57,1,1,66234,65807,24929
1432.89,1,1,67931,68011,10370
58.13,1,1,68088,68215,27440
307.11,1,1,68998,69056,12064
65.01,1,1,70185,69318,10763
65.51,1,1,70393,70505,10763
55.84,1,1,70789,70976,24929
158.13,1,1,71141,71211,4669
60.13,1,1,71864,71821,27440
103.4,1,1,72399,72407,8826
62.01,1,1,72721,72759,10763
68.38,1,1,73159,73137,16267
154.32,1,1,74182,74170,18624
61.01,1,1,74211,74178,24439
176.24,1,1,74283,74302,30431
153.75,1,1,77809,77809,8651
153.75,1,1,77809,77809,8826
79.17,1,1,79813,80023,3916
154.47,1,1,81347,81465,4669
62.01,1,1,81501,81610,24929
167.51,1,1,83424,83405,8651
167.51,1,1,83424,83405,16267
65.01,1,1,85461,85570,24929
85.14,1,1,85853,85941,3916
70.03,1,1,87903,87935,8104
63.46,1,1,92611,92552,10763
172.45,1,1,93472,93430,7392
63.01,1,1,95680,95879,27440
160.36,1,1,96060,96243,7392
147.23,1,1,96482,96506,18624
161.51,1,1,97517,97097,4669
57.17,1,2,5,62,28593
113.44,1,2,9,66,771
265.55,1,2,11,68,26222
93.62,1,2,17,74,17496
93.62,1,2,17,74,28804
64.85,1,2,51,100,10226
69.72,1,2,53,180,4750
222.91,1,2,65,105,18066
53.27,1,2,68,107,26807
15.57,1,2,75,112,32610
92.74,1,2,89,122,13375
143.92,1,2,91,123,12433
69.07,1,2,101,300,15600
133.75,1,2,104,131,5420
89.28,1,2,106,132,17611
45.1,1,2,107,303,32436
32.84,1,2,118,310,12289
33.97,1,2,119,311,31471
138.16,1,2,125,314,30090
221.07,1,2,128,141,31925
70.14,1,2,148,152,29043
81.98,1,2,150,153,16796
57.68,1,2,151,154,4115
21.39,1,2,152,155,17344
137.16,1,2,160,163,10687
190.81,1,2,164,166,31899
57.29,1,2,168,168,3301
162.85,1,2,169,169,1600
64,1,2,178,329,3320
227,1,2,179,330,17496
49.1,1,2,186,337,20757
42.09,1,2,213,418,5517
920.2,1,2,217,421,25913
23.28,1,2,231,429,27108
54.61,1,2,237,353,30085
70.83,1,2,240,436,21556
285.81,1,2,241,355,27544
37.09,1,2,255,450,1697
37.16,1,2,270,465,32125
76.87,1,2,271,466,26951
57.98,1,2,276,12,30923
30.6,1,2,297,33,4368
37,1,2,298,34,10644
70.55000000000001,1,2,306,36,8581
113.71,1,2,308,38,25285
80.67,1,2,311,360,11375
45.09,1,2,328,50,28933
33.18,1,2,332,53,10519
32.61,1,2,337,477,31074
419.39,1,2,338,56,8070
40.76,1,2,345,366,29921
70.88,1,2,357,188,10852
50.34,1,2,359,371,10706
35.85,1,2,360,372,20567
111.89,1,2,362,485,5400
100.88,1,2,364,190,30588
824.36,1,2,367,374,2806
286.09,1,2,374,194,4580
58.61,1,2,381,378,19361
93.85,1,2,389,381,16432
219.12,1,2,399,385,17112
108.86,1,2,406,386,22988
94.66,1,2,414,207,30295
56.12,1,2,419,391,1800
23.78,1,2,431,508,16763
31.22,1,2,436,510,18693
45.09,1,2,440,216,2946
168.27,1,2,444,513,28400
22.78,1,2,453,522,19655
265.77,1,2,457,526,25312
147.64,1,2,465,534,12433
60.85,1,2,467,536,14102
146.57,1,2,468,537,10812
95.02,1,2,474,543,22087
53.68,1,2,485,554,3301
69.24,1,2,488,557,7136
109.4,1,2,518,578,14326
267.93,1,2,529,587,28542
114.84,1,2,533,591,18847
66.11,1,2,560,613,31498
35.36,1,2,581,239,12997
90.73,1,2,588,246,3919
51.75,1,2,589,247,25549
122.87,1,2,590,248,30220
67.58,1,2,595,253,27841
50.59,1,2,598,256,23790
65.31,1,2,605,263,8676
56.5,1,2,606,264,12076
39.09,1,2,607,265,10110
84.69,1,2,610,268,6911
469.39,1,2,623,276,14691
194.97,1,2,636,637,18248
114.79,1,2,637,744,18002
39.39,1,2,644,283,22634
87.62,1,2,648,748,19278
125.52,1,2,652,644,29189
51.63,1,2,668,753,12076
277.24,1,2,676,655,4910
61.01,1,2,680,861,30085
128.89,1,2,693,762,1074
48.62,1,2,699,764,25549
31.7,1,2,720,668,8522
85.81,1,2,724,879,29494
397.76,1,2,726,881,10076
26.29,1,2,731,772,28373
70.02,1,2,732,884,28919
257.43,1,2,743,674,27458
101.96,1,2,748,889,30541
42.03,1,2,754,891,23112
24.68,1,2,759,679,14721
300.99,1,2,760,680,30497
172.14,1,2,762,895,16477
27.77,1,2,769,682,11820
59.83,1,2,775,900,765
38.28,1,2,778,901,22196
579.35,1,2,782,788,22139
43.11,1,2,783,903,26447
232.96,1,2,794,791,20634
33,1,2,802,693,11329
20.55,1,2,804,912,20241
77.53,1,2,806,794,18765
202.34,1,2,807,913,31560
77.85,1,2,809,914,1988
297.12,1,2,819,968,25252
34.64,1,2,828,920,29664
61.72,1,2,829,971,27672
47.71,1,2,845,926,9991
26.68,1,2,856,931,3677
23.38,1,2,860,975,9300
459.81,1,2,864,804,23121
40.09,1,2,872,806,14744
66.59,1,2,874,937,17258
27.07,1,2,877,978,4818
49.63,1,2,880,808,4723
82.45,1,2,884,981,12282
111.89,1,2,891,984,25285
41.09,1,2,897,987,9816
120.82,1,2,902,818,26951
52.39,1,2,906,820,6097
50.22,1,2,915,996,6275
86.02,1,2,919,826,10401
118.23,1,2,921,827,18847
132.03,1,2,922,1000,4823
648.77,1,2,924,828,22454
3798.75,1,2,925,1001,19831
201.04,1,2,934,720,25841
231.27,1,2,937,1005,31069
96.12,1,2,938,721,28146
40.28,1,2,941,1006,19496
163.65,1,2,947,834,2642
67.83,1,2,950,724,21556
64.09,1,2,961,727,32926
91.99,1,2,966,951,24803
51.84,1,2,971,953,16320
305.01,1,2,973,954,15388
163.78,1,2,974,729,1969
2784.16,1,2,980,956,20772
61,1,2,981,731,25549
43.1,1,2,991,1023,3449
81.63,1,2,998,961,7683
318.36,1,2,1003,837,10272
318.36,1,2,1003,837,13970
318.36,1,2,1003,837,15466
116.85,1,2,1004,1028,15218
48.08,1,2,1012,1032,10706
207.65,1,2,1018,963,32336
36.84,1,2,1019,1035,17528
86.15,1,2,1021,964,10119
352.32,1,2,1022,1036,22087
19.64,1,2,1025,845,21804
84.14,1,2,1026,965,2497
54.29,1,2,1027,846,6729
59.24,1,2,1051,1051,6379
339.77,1,2,1063,1063,16499
469.52,1,2,1075,1089,8525
87.58,1,2,1076,1090,9090
93.28,1,2,1077,1068,604
93.28,1,2,1077,1068,20407
221.16,1,2,1083,1073,1440
221.16,1,2,1083,1073,19962
144.5,1,2,1093,1097,11617
190.96,1,2,1095,1078,30760
43.22,1,2,1096,1099,892
51.69,1,2,1097,1079,27210
143.48,1,2,1108,1108,12433
56.39,1,2,1120,1120,3036
231.74,1,2,1125,1125,8049
148.19,1,2,1132,1132,18958
34.68,1,2,1133,1133,24884
68.45,1,2,1134,1134,18527
718.95,1,2,1148,1148,13944
42.78,1,2,1165,1165,32687
54.09,1,2,1173,1173,19614
37.38,1,2,1190,1317,27946
69.14,1,2,1193,1319,21556
132.9,1,2,1223,1339,15986
248.52,1,2,1224,1194,6524
199.28,1,2,1234,1348,8972
76.39,1,2,1235,1349,27838
77.78,1,2,1237,1351,9721
70.49,1,2,1240,1354,8813
131.24,1,2,1241,1355,14314
169.37,1,2,1246,1360,15127
241,1,2,1247,1361,21412
118.43,1,2,1255,1369,31609
63.78,1,2,1263,71527,29786
107.46,1,2,1270,1384,16817
111.89,1,2,1271,1385,5400
136.07,1,2,1281,1395,12433
155.74,1,2,1282,1396,11617
87.64,1,2,1283,1397,20482
129.87,1,2,1286,1400,1052
92.3,1,2,1298,1412,21556
93.97,1,2,1317,1431,12046
300.56,1,2,1329,1443,13623
253.13,1,2,1344,1458,14125
32.69,1,2,1349,1463,31698
143.02,1,2,1351,1465,22992
291.59,1,2,1355,1469,21070
68.64,1,2,1357,1471,3049
158.38,1,2,1378,1486,31800
50.09,1,2,1380,1202,17437
141.89,1,2,1382,1203,19067
210.48,1,2,1385,1204,26829
166.55,1,2,1389,1205,15412
57.53,1,2,1392,1495,25549
35.11,1,2,1393,1496,11332
45.95,1,2,1395,1538,24818
44.9,1,2,1406,1503,16552
818.12,1,2,1409,1541,13310
102.83,1,2,1416,1508,9968
55.78,1,2,1417,1509,21486
195.32,1,2,1452,1555,23121
98.98,1,2,1466,1533,32831
57.23,1,2,1473,1535,26118
249.49,1,2,1482,1665,25543
89.96,1,2,1487,1667,22087
78.64,1,2,1488,1562,26951
62.91,1,2,1507,1224,20412
79.63,1,2,1510,1225,20950
59.35,1,2,1517,1226,18560
69.9,1,2,1519,1571,22087
216.06,1,2,1526,1573,28872
47.78,1,2,1538,1691,1251
358.68,1,2,1551,1580,27106
208.2,1,2,1570,1240,5400
208.2,1,2,1570,1240,6668
674.83,1,2,1572,1586,2189
88.39,1,2,1573,1707,9090
118.83,1,2,1578,1709,31609
88.9,1,2,1580,1710,10005
102.92,1,2,1595,1589,3541
209.52,1,2,1596,1250,18039
69.06,1,2,1598,1718,13736
106.5,1,2,1603,1591,15303
43.3,1,2,1606,1723,30960
47.03,1,2,1613,1593,13424
24.68,1,2,1619,1767,13486
43.22,1,2,1623,1732,6900
53.22,1,2,1625,1733,14147
94.61,1,2,1635,1739,22087
165.24,1,2,1636,1596,30870
86.8,1,2,1643,1773,24508
66.85,1,2,1654,1259,3301
108.45,1,2,1657,1778,17496
108.45,1,2,1657,1778,18316
47.52,1,2,1668,1784,31141
64.05,1,2,1672,1786,31160
86.36,1,2,1674,7632,30157
32.77,1,2,1680,1791,11777
61.75,1,2,1688,1603,30314
785.34,1,2,1728,1609,1440
155.73,1,2,1755,1278,14501
53.59,1,2,1758,1831,17557
20.34,1,2,1759,1279,26947
52.93,1,2,1771,1612,31150
65.35,1,2,1794,1852,17406
239.81,1,2,1795,1617,26339
77.88,1,2,1799,80648,5316
24.87,1,2,1805,1620,12760
113.42,1,2,1812,1860,6668
32.77,1,2,1819,1293,2043
62.27,1,2,1821,1623,400
114.57,1,2,1823,1294,17734
46.56,1,2,1826,1868,22196
246.37,1,2,1832,1872,2806
56.78,1,2,1837,1875,16257
23.29,1,2,1839,1627,22124
64,1,2,1847,1631,17406
245.72,1,2,1853,1634,27544
506.17,1,2,1860,1638,16006
46.22,1,2,1875,1646,32703
115.08,1,2,1877,1882,30442
393.76,1,2,1881,1648,5337
140.03,1,2,1883,1649,20892
233.84,1,2,1885,1650,16538
80.67,1,2,1886,1651,9871
39.09,1,2,1896,1896,20728
95.8,1,2,1900,97832,25444
485.08,1,2,1915,1915,23774
771.88,1,2,1931,1931,10470
116.36,1,2,1941,1941,11927
43.27,1,2,1945,1945,20981
113.67,1,2,1954,1954,2473
17.29,1,2,1959,1959,1088
47.87,1,2,1964,1964,18884
70.27,1,2,1968,1968,21556
178.23,1,2,1969,1969,498
43.1,1,2,1974,1974,3449
64,1,2,1975,1975,7401
194.48,1,2,1976,1976,2642
44,1,2,1981,1981,8574
60.1,1,2,1988,1988,27365
42.33,1,2,1990,1990,20757
21.77,1,2,2013,2013,20786
84.66,1,2,2015,2015,13736
157.85,1,2,2016,2016,13376
245.72,1,2,2019,2019,20634
42,1,2,2028,2028,25339
54,1,2,2034,2034,25549
149.45,1,2,2036,2035,15775
341.11,1,2,2038,2036,2127
44.1,1,2,2040,2225,4769
34.72,1,2,2047,2228,18772
39.84,1,2,2052,2043,8903
32.77,1,2,2053,2108,1421
43.27,1,2,2059,2110,20981
115.8,1,2,2065,2235,1509
148.15,1,2,2067,2048,7461
122.27,1,2,2068,2236,7869
76.19,1,2,2070,2049,22625
1020.84,1,2,2081,2053,26268
54.84,1,2,2085,2242,10706
288.23,1,2,2087,2055,3688
63.52,1,2,2094,2246,26840
326.8,1,2,2099,2124,29350
357.13,1,2,2100,2056,28795
42.09,1,2,2116,2254,6495
63.13,1,2,2120,2063,27275
48.19,1,2,2133,2067,26756
41.05,1,2,2137,2261,15196
27.3,1,2,2142,2070,5073
85.8,1,2,2145,2139,21531
94.09,1,2,2167,2147,8003
89.88,1,2,2168,2271,22087
26.65,1,2,2174,2273,32554
234.84,1,2,2192,2278,14185
64.08,1,2,2210,2346,28932
292.32,1,2,2211,2347,19011
53.39,1,2,2216,2349,26314
40.22,1,2,2243,2163,22838
95.8,1,2,2249,2164,10475
51.14,1,2,2250,2096,20510
94.63,1,2,2255,2367,18040
151.98,1,2,2258,2368,1234
395.52,1,2,2264,2371,32650
58.13,1,2,2268,2373,16985
85.41,1,2,2285,2103,17489
40.89,1,2,2305,2300,31897
111.89,1,2,2322,2180,5400
374.32,1,2,2323,2394,19320
29.84,1,2,2326,2181,29636
153.24,1,2,2334,2400,26673
37,1,2,2338,2402,6669
274.15,1,2,2342,2309,32469
48.25,1,2,2347,2407,21391
406.26,1,2,2348,2408,12023
406.26,1,2,2348,2408,27757
59.66,1,2,2349,2409,26840
42.85,1,2,2350,2186,17703
80.2,1,2,2352,2410,17495
54.44,1,2,2363,2189,14204
89.05,1,2,2368,2422,30516
76.36,1,2,2372,2191,15255
212.07,1,2,2374,2426,31069
98.44,1,2,2381,2430,11843
86.24,1,2,2382,2314,29981
48.71,1,2,2386,2433,18960
1368.87,1,2,2391,2195,26268
284.63,1,2,2395,2438,27053
63.78,1,2,2401,2441,30354
28.78,1,2,2406,2198,7216
35.8,1,2,2412,2321,5141
167.97,1,2,2417,2323,18999
98.56,1,2,2420,2204,10174
558.48,1,2,2421,2325,16996
29.33,1,2,2432,2210,31151
832.89,1,2,2438,2213,12436
79.19,1,2,2439,2334,26951
94.3,1,2,2442,2216,5075
162.64,1,2,2456,2456,31069
36.29,1,2,2459,2459,15011
203.13,1,2,2472,2472,18676
43.72,1,2,2474,2562,17041
101.02,1,2,2477,2475,6100
205.99,1,2,2486,2567,31414
51.69,1,2,2502,2682,6994
51.63,1,2,2517,2488,12076
141.32,1,2,2525,2577,6307
126.92,1,2,2527,2687,14314
133.28,1,2,2537,2803,21484
262.16,1,2,2541,2690,26339
23.29,1,2,2545,2807,20882
146.91,1,2,2547,2691,19680
46.78,1,2,2553,2810,5159
107.55,1,2,2558,2812,24359
149.43,1,2,2559,2496,9843
56.78,1,2,2561,2814,30085
196.29,1,2,2566,2816,3544
285.02,1,2,2574,2820,15388
41.01,1,2,2577,2821,14514
28.09,1,2,2617,38641,21546
85.41,1,2,2618,2507,21531
49.12,1,2,2625,2595,7256
88.45,1,2,2637,2848,13566
109.79,1,2,2638,2597,18847
123.07,1,2,2651,2854,15852
120.48,1,2,2654,2600,14440
116.36,1,2,2660,2515,464
54.09,1,2,2672,2715,6903
45.93,1,2,2673,2604,28840
35.05,1,2,2676,2519,19139
484.02,1,2,2680,2520,18966
114.58,1,2,2706,2877,26474
33.23,1,2,2712,2725,9238
20.85,1,2,2721,2886,16003
39.05,1,2,2746,2898,23665
1091.52,1,2,2762,2619,27390
64.22,1,2,2768,2621,10773
64.1,1,2,2776,2739,27437
37.13,1,2,2784,2743,32525
157.21,1,2,2788,2745,30870
511.74,1,2,2806,2638,212
40.65,1,2,2823,2653,2333
31.88,1,2,2827,2657,16127
35.68,1,2,2842,68955,28685
43.09,1,2,2856,2917,6770
61.01,1,2,2861,2922,14084
1012.9,1,2,2870,2931,24930
1012.9,1,2,2870,2931,29428
37.46,1,2,2872,2933,17301
45.09,1,2,2879,2940,15055
46.39,1,2,2884,2945,2783
47.89,1,2,2889,2950,892
50.09,1,2,2890,2951,37
204.98,1,2,2896,2957,6871
77.04,1,2,2903,2963,16415
20.29,1,2,2911,2970,9961
27.13,1,2,2912,2971,26647
98.97,1,2,2914,2540,6668
289.57,1,2,2919,2976,8340
31.13,1,2,2940,2551,6709
175.41,1,2,2947,2558,28374
101.19,1,2,2950,2561,12918
91.66,1,2,2958,2995,9968
32.51,1,2,2991,2766,28850
27.38,1,2,2992,2767,15542
58.24,1,2,2996,2771,18959
66.19,1,2,3000,2775,17928
137.07,1,2,3030,3030,12433
28.4,1,2,3051,3051,8157
66.31,1,2,3053,3052,10750
85.47,1,2,3054,3053,4966
248.76,1,2,3065,3057,6528
51.92,1,2,3066,3249,32125
177.92,1,2,3081,3060,2533
39.09,1,2,3089,3372,24836
145.65,1,2,3097,3255,7461
773.25,1,2,3126,3390,20042
43.27,1,2,3129,3391,20981
56.05,1,2,3131,3144,10809
102.03,1,2,3141,3397,11174
141.23,1,2,3146,3147,4823
167.62,1,2,3155,3073,8499
152.31,1,2,3163,3150,226
30.39,1,2,3166,3075,12928
71.78,1,2,3171,3270,855
78.48,1,2,3173,3152,9694
132.34,1,2,3177,3412,6188
132.34,1,2,3177,3412,21531
43.09,1,2,3182,3154,17051
166.35,1,2,3210,3426,11913
85.24,1,2,3214,3279,29981
58.63,1,2,3217,3430,26877
78.56,1,2,3222,3084,21804
80.2,1,2,3223,3433,3919
234.89,1,2,3243,3443,8049
40.09,1,2,3246,3092,9333
54.59,1,2,3255,3449,22143
138.24,1,2,3260,3166,5400
128.31,1,2,3262,3453,6061
55.54,1,2,3265,3167,30620
55.54,1,2,3265,3167,31572
88.71,1,2,3269,3286,26951
132.13,1,2,3284,3288,10237
55.62,1,2,3306,3110,13782
41.05,1,2,3307,3291,26478
66.25,1,2,3316,3293,10080
551.84,1,2,3323,3470,5224
116.06,1,2,3328,3473,2849
128.78,1,2,3329,3180,3048
182.11,1,2,3333,3299,6694
92.9,1,2,3334,3182,6364
76.31,1,2,3342,3186,370
144.65,1,2,3344,3304,6171
113.46,1,2,3354,3120,7336
113.46,1,2,3354,3120,11842
59.09,1,2,3366,3125,22856
121.69,1,2,3373,3316,14673
76.61,1,2,3375,3317,11456
98.16,1,2,3382,3321,2849
129.56,1,2,3388,3324,20939
82.33,1,2,3390,3325,22087
216.14,1,2,3405,3334,30360
230.95,1,2,3410,3337,13630
6929.31,1,2,3431,3131,9401
21.38,1,2,3433,3218,298
96.02,1,2,3440,3225,22087
34.09,1,2,3441,3226,20464
276.62,1,2,3445,3230,2900
47.44,1,2,3448,3233,7112
45,1,2,3450,3235,21402
50.05,1,2,3455,3238,19416
286.15,1,2,3457,3350,14743
229.81,1,2,3464,3242,19000
190.58,1,2,3466,3243,8584
87.76,1,2,3470,3356,26951
164.45,1,2,3471,3357,19502
53.73,1,2,3472,3358,1800
156.51,1,2,3481,3481,28297
54.63,1,2,3482,3482,7122
82.08,1,2,3486,3486,12056
65,1,2,3520,3520,10313
232.14,1,2,3531,3531,20192
408.97,1,2,3539,3539,23915
48.04,1,2,3552,3552,3449
64.22,1,2,3569,3569,12257
43.29,1,2,3571,3571,10652
130.56,1,2,3572,3572,22290
153.7,1,2,3574,3574,17869
153.7,1,2,3574,3574,27046
79.19,1,2,3597,3825,26951
25.77,1,2,3599,3827,27571
36.23,1,2,3607,3835,26558
118.49,1,2,3614,3842,12496
110.55,1,2,3632,3704,26474
37.69,1,2,3638,3861,9038
286.59,1,2,3640,3862,29803
36.72,1,2,3655,3870,720
31.75,1,2,3665,3876,32837
24.83,1,2,3669,3878,10110
210.36,1,2,3681,3884,15412
26.28,1,2,3682,3716,6012
96.93,1,2,3690,3889,6911
38.28,1,2,3692,3599,22196
26.09,1,2,3695,3600,8157
66.84,1,2,3700,3893,20184
47.23,1,2,3711,3722,10030
50.37,1,2,3718,3903,24730
56.39,1,2,3720,3904,26840
192.59,1,2,3722,3725,14927
31.35,1,2,3750,3731,19518
55.13,1,2,3753,3614,11345
183.95,1,2,3757,3732,31069
126.16,1,2,3758,3925,30604
252.1,1,2,3762,3734,6524
60.23,1,2,3768,3619,23707
147.06,1,2,3771,3738,26367
122.14,1,2,3774,3622,9032
122.14,1,2,3774,3622,21336
45.87,1,2,3774,13711,1636
35.22,1,2,3776,3623,26273
188.96,1,2,3794,3633,23121
106.85,1,2,3797,3750,29796
39.52,1,2,3807,3755,2333
664.63,1,2,3815,3644,10884
195.52,1,2,3832,3767,21071
39.24,1,2,3842,3772,24773
46.78,1,2,3844,3773,2946
491.68,1,2,3846,3774,32154
125.15,1,2,3848,3775,12686
77.72,1,2,3866,3786,5507
31.75,1,2,3871,3791,962
36.95,1,2,3876,3796,32828
488.55,1,2,3877,3797,8110
488.55,1,2,3877,3797,20867
25.13,1,2,3885,3805,25039
85.18,1,2,3897,3672,12638
223.36,1,2,3905,3929,11106
40.95,1,2,3908,3931,18776
65.35,1,2,3923,3940,12425
148.15,1,2,3926,3685,12433
134.76,1,2,3938,3949,15018
304.28,1,2,3955,3955,9863
114.79,1,2,3956,3956,16817
49.72,1,2,3957,3957,14009
69.9,1,2,3964,3964,22087
46.09,1,2,3968,3968,9694
288.08,1,2,3969,3969,4367
55.24,1,2,3976,3976,30085
223.78,1,2,3977,3977,19000
138.06,1,2,3994,3994,7275
53.62,1,2,4006,4006,437
90.88,1,2,4007,4007,22087
136.27,1,2,4017,4017,27806
33.33,1,2,4023,4023,27901
37.33,1,2,4025,4025,6566
154.67,1,2,4034,4034,25292
237.6,1,2,4052,4158,11470
155.18,1,2,4054,4044,18888
39.1,1,2,4056,4159,5869
152.17,1,2,4058,4279,10594
54.51,1,2,4060,4280,30225
260.36,1,2,4062,4281,12542
73.62,1,2,4064,4046,7131
68.44,1,2,4065,4283,27166
27.7,1,2,4066,4284,8522
45.09,1,2,4078,4293,19614
59.81,1,2,4081,4295,1797
72.27,1,2,4088,4300,25064
58.62,1,2,4094,4304,20412
110.32,1,2,4095,4305,6047
57.63,1,2,4096,4054,4166
66.89,1,2,4097,4306,22625
43.88,1,2,4103,4056,23121
85.18,1,2,4126,4061,11286
85.18,1,2,4126,4061,19995
273.24,1,2,4130,4327,18901
33.71,1,2,4163,4343,246
55.75,1,2,4175,4179,4612
227.27,1,2,4176,4351,25312
22.290000000000003,1,2,4178,4352,1569
96.74,1,2,4184,4181,6620
98.56,1,2,4186,4073,6963
23.1,1,2,4211,4187,23152
374.85,1,2,4213,4372,27568
101.64,1,2,4228,4384,13594
24.23,1,2,4229,4080,7836
14.89,1,2,4232,4194,8063
24.71,1,2,4242,4199,2634
53.58,1,2,4248,4380,14032
27.39,1,2,4254,4203,11015
131.28,1,2,4255,4086,16576
17.39,1,2,4294,4402,17801
69.77,1,2,4298,4403,12723
38.34,1,2,4306,4406,4651
191.58,1,2,4311,4225,15918
74.17,1,2,4318,4107,10609
71.83,1,2,4321,4411,11315
35.22,1,2,4322,4109,26619
33.13,1,2,4324,4110,23597
263.88,1,2,4325,4413,28092
48.09,1,2,4329,4113,12893
82.79,1,2,4330,4415,17611
197,1,2,4336,4497,14927
34.34,1,2,4338,4418,13636
42.38,1,2,4352,4423,6275
29.09,1,2,4363,4427,15031
114.84,1,2,4364,4505,18847
35.05,1,2,4380,4236,18693
182.34,1,2,4383,4434,9833
48.72,1,2,4386,4512,17630
32.29,1,2,4396,4438,12997
218.11,1,2,4406,4517,31069
184.27,1,2,4414,4519,24867
76.33,1,2,4423,4250,16579
231.27,1,2,4434,4130,2806
101.73,1,2,4435,4525,15218
24.83,1,2,4443,4255,21539
34.68,1,2,4451,4528,15145
96.83,1,2,4461,4531,9234
96.83,1,2,4461,4531,13255
180.27,1,2,4463,4137,16205
114.84,1,2,4467,4532,18847
138.92,1,2,4469,4139,5420
56.34,1,2,4476,4460,9814
218.11,1,2,4478,4263,31069
118.48,1,2,4485,4142,27910
304.16,1,2,4487,4143,436
304.16,1,2,4487,4143,20121
37.79,1,2,4495,4145,9403
34.78,1,2,4504,4468,9722
112.25,1,2,4515,4544,25429
63.56,1,2,4516,4151,4731
30.79,1,2,4531,4155,17592
94.61,1,2,4552,4559,22087
754.15,1,2,4553,4490,21137
39.88,1,2,4555,4560,9870
115.71,1,2,4559,4564,12563
27.09,1,2,4563,4568,9722
56.78,1,2,4568,4612,7337
36.78,1,2,4574,4615,6026
117.63,1,2,4603,4585,11931
47.3,1,2,4616,4732,99
129.79,1,2,4618,4630,7020
32.13,1,2,4627,4593,999
171.1,1,2,4631,4737,6872
148.15,1,2,4649,4601,5968
154.66,1,2,4652,4744,30979
1063.84,1,2,4657,4745,1491
129.72,1,2,4658,4643,892
36.35,1,2,4668,4609,23615
38.93,1,2,4676,4752,28464
66.02,1,2,4679,4838,2909
106.48,1,2,4695,4759,13519
102.37,1,2,4697,4844,6825
22.37,1,2,4709,4848,26069
284.9,1,2,4713,4660,13049
62.25,1,2,4714,4850,8021
229.28,1,2,4715,4766,5810
200.82,1,2,4720,4768,11387
67.77,1,2,4722,4769,29981
50.1,1,2,4733,4857,19301
373.23,1,2,4737,4668,20903
76.51,1,2,4740,4669,25520
70.49,1,2,4748,4862,4617
167.51,1,2,4751,4863,8724
204.34,1,2,4766,4679,8584
215.78,1,2,4799,4691,26053
22.29,1,2,4807,4694,21104
42.78,1,2,4813,4696,24716
161.01,1,2,4828,4701,20958
115.9,1,2,4835,4889,25285
133.08,1,2,4839,4981,20884
111.1,1,2,4841,4891,7698
1738.17,1,2,4848,4984,392
54.18,1,2,4855,4987,13931
32.1,1,2,4863,4991,28685
52.72,1,2,4880,63845,10706
296.28,1,2,4883,4907,16033
174.72,1,2,4891,4713,28570
131.94,1,2,4894,4715,2623
142.45,1,2,4898,4916,5955
40.09,1,2,4902,4918,28788
61,1,2,4912,4923,25549
49.24,1,2,4915,4925,10239
182.29,1,2,4923,4933,4669
61.05,1,2,4929,4939,25549
94.43,1,2,4944,73598,15973
66.06,1,2,4953,5077,2909
42.51,1,2,4965,5088,12330
109.49,1,2,4969,5090,30011
196.74,1,2,4973,5092,1726
244.95,1,2,4976,5093,7747
53.51,1,2,4989,5195,23121
46.34,1,2,4996,5100,20446
97.39,1,2,4997,5200,6722
230.24,1,2,5004,5205,2806
21.78,1,2,5021,5216,17344
138.08,1,2,5028,5111,13105
108.42,1,2,5036,5226,6668
57.1,1,2,5051,5124,17496
204.62,1,2,5053,5126,30440
73.49,1,2,5063,5136,1575
845.81,1,2,5075,5148,26989
38.17,1,2,5078,5151,30281
169.37,1,2,5079,5152,18014
34.8,1,2,5085,5158,31535
37.38,1,2,5087,5160,10604
314.53,1,2,5093,5166,27773
84.58,1,2,5104,5177,6945
37.65,1,2,5109,5296,11040
